sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.oral.human.F.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	oral	not applicable	human saliva	human.saliva.F	oral.human.saliva.F.2	1/15/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	27	years	UBERON:saliva	18.7	UBERON:saliva	UBERON:saliva	human	170	cm	adult	Homo sapiens	human.F	9606	54	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	A7	1.657	64.46	0.018	0.002	0.111	2	0.001	0.045	0.042	0.041	0.039	0.064	0.045	0.043	0.04	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.F.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	oral	not applicable	human saliva	human.saliva.F	oral.human.saliva.F.3	1/15/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	27	years	UBERON:saliva	18.7	UBERON:saliva	UBERON:saliva	human	170	cm	adult	Homo sapiens	human.F	9606	54	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	B7	3.714	53.28	0.018	0.004	0.222	2	0.002	0.045	0.042	0.041	0.039	0.062	0.045	0.042	0.038	12201	human oral metagenome	447426	Knight sample set for testing
12201.s.la.A.1.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	skin	not applicable	human armpit	human.armpit.A	skin.human.armpit.A.1	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:axilla skin	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	A3	-0.382	11.46	0.02	-6.94E-18	0		0	0.045	0.042	0.041	0.039	0.066	0.043	0.042	0.04	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.A.2.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	skin	not applicable	human armpit	human.armpit.A	skin.human.armpit.A.2	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:axilla skin	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	B3	0.64	11.27	0.022	0.001	0.045	1	0.001	0.045	0.042	0.041	0.039	0.066	0.042	0.041	0.038	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.A.3.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	skin	not applicable	human armpit	human.armpit.A	skin.human.armpit.A.3	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:axilla skin	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	C3	0.642	16.61	0.02	0.001	0.05	-1.44E+14	-6.94E-18	0.045	0.042	0.041	0.039	0.067	0.045	0.043	0.041	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.B.1.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	5	not applicable	skin	not applicable	human armpit	human.armpit.B	skin.human.armpit.B.1	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:axilla skin	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	D3	0.642	6.41	0.02	0.001	0.05	1	0.001	0.045	0.042	0.041	0.039	0.064	0.042	0.041	0.038	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.B.2.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	5	not applicable	skin	not applicable	human armpit	human.armpit.B	skin.human.armpit.B.2	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:axilla skin	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	E3	-0.387	7.35	0.019	0	0		0	0.045	0.042	0.041	0.039	0.064	0.042	0.041	0.039	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.B.3.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	5	not applicable	skin	not applicable	human armpit	human.armpit.B	skin.human.armpit.B.3	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:axilla skin	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	F3	-0.392	7.13	0.019	0	0		0	0.045	0.042	0.041	0.039	0.064	0.042	0.041	0.039	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.C.1.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	6	not applicable	skin	not applicable	human armpit	human.armpit.C	skin.human.armpit.C.1	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:axilla skin	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	G3	1.719	48.77	0.019	0.002	0.105	2	0.001	0.045	0.042	0.041	0.039	0.066	0.046	0.044	0.041	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.C.2.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	6	not applicable	skin	not applicable	human armpit	human.armpit.C	skin.human.armpit.C.2	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:axilla skin	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	H3	0.668	36.22	0.02	0.001	0.05	1	0.001	0.045	0.042	0.041	0.039	0.065	0.043	0.042	0.039	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.C.3.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	6	not applicable	skin	not applicable	human armpit	human.armpit.C	skin.human.armpit.C.3	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:axilla skin	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	A4	0.637	41.24	0.019	0.001	0.053	1	0.001	0.045	0.042	0.041	0.039	0.065	0.044	0.043	0.04	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.A.1.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	skin	not applicable	human foot	human.foot.A	skin.human.foot.A.1	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	H1	0.668	21.84	0.019	0.001	0.053		0	0.045	0.042	0.041	0.039	0.064	0.043	0.041	0.039	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.A.2.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	skin	not applicable	human foot	human.foot.A	skin.human.foot.A.2	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	A2	0.637	35.68	0.019	0.001	0.053	1	0.001	0.045	0.042	0.041	0.039	0.065	0.044	0.043	0.04	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.A.3.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	skin	not applicable	human foot	human.foot.A	skin.human.foot.A.3	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	B2	0.64	35.59	0.019	0.001	0.053		0	0.045	0.042	0.041	0.039	0.063	0.042	0.04	0.038	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.B.1.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	skin	not applicable	human foot	human.foot.B	skin.human.foot.B.1	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	C2	-0.386	9.52	0.017	0	0	0	-0.001	0.045	0.042	0.041	0.039	0.062	0.042	0.04	0.039	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.B.2.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	skin	not applicable	human foot	human.foot.B	skin.human.foot.B.2	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	D2	-0.385	7.97	0.018	-6.94E-18	0		0	0.045	0.042	0.041	0.039	0.064	0.043	0.042	0.04	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.B.3.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	skin	not applicable	human foot	human.foot.B	skin.human.foot.B.3	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	33	years	UBERON:skin	21.8	UBERON:sebum	UBERON:skin of sole of pes	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	E2	1.675	9.67	0.019	0.002	0.105	2	0.001	0.045	0.042	0.041	0.039	0.066	0.046	0.044	0.041	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.C.1.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	skin	not applicable	human foot	human.foot.C	skin.human.foot.C.1	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:skin of sole of pes	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	F2	-0.389	30.43	0.016	0	0		0	0.045	0.042	0.041	0.039	0.061	0.042	0.041	0.039	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.C.2.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	skin	not applicable	human foot	human.foot.C	skin.human.foot.C.2	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:skin of sole of pes	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	G2	0.664	49.58	0.017	0.001	0.059	-1.44E+14	-6.94E-18	0.045	0.042	0.041	0.039	0.064	0.045	0.043	0.041	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.lf.C.3.zymo.L	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	skin	not applicable	human foot	human.foot.C	skin.human.foot.C.3	1/9/19	Bottom of left foot swabbed for 30 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	32	years	UBERON:skin	23.8	UBERON:sebum	UBERON:skin of sole of pes	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	H2	0.658	25.87	0.019	0.001	0.053		0	0.045	0.042	0.041	0.039	0.064	0.043	0.041	0.039	12201	human skin metagenome	539655	Knight sample set for testing
12201.soil.bare.J.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	soil	not applicable	bare soil	bare soil site 1	soil.bare.J.1	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	E8	3.736	35.57	0.019	0.004	0.211	2	0.002	0.045	0.042	0.041	0.039	0.073	0.055	0.052	0.048	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.J.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	soil	not applicable	bare soil	bare soil site 1	soil.bare.J.2	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	F8	2.725	14.25	0.019	0.003	0.158	1.5	0.002	0.045	0.042	0.041	0.039	0.069	0.05	0.048	0.044	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.J.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	soil	not applicable	bare soil	bare soil site 1	soil.bare.J.3	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	G8	2.79	34.55	0.02	0.003	0.15	1.5	0.002	0.045	0.042	0.041	0.039	0.068	0.048	0.046	0.042	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.K.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	soil	not applicable	bare soil	bare soil site 2	soil.bare.K.1	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	H8	1.712	14.72	0.02	0.002	0.1	2	0.001	0.045	0.042	0.041	0.039	0.066	0.045	0.043	0.04	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.K.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	soil	not applicable	bare soil	bare soil site 2	soil.bare.K.2	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	A9	53.677	5.46	0.092	0.053	0.576	1.432	0.037	0.045	0.042	0.041	0.039	0.267	0.225	0.208	0.169	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.K.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	soil	not applicable	bare soil	bare soil site 2	soil.bare.K.3	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	B9	4.739	39.38	0.018	0.005	0.278	1.667	0.003	0.045	0.042	0.041	0.039	0.066	0.05	0.047	0.042	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.L.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	soil	not applicable	bare soil	bare soil site 3	soil.bare.L.1	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.3	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	C9	2.695	47.01	0.017	0.003	0.176	3	0.001	0.045	0.042	0.041	0.039	0.067	0.05	0.047	0.044	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.L.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	soil	not applicable	bare soil	bare soil site 3	soil.bare.L.2	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.3	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	D9	0.642	20.61	0.015	0.001	0.067	1	0.001	0.045	0.042	0.041	0.039	0.061	0.044	0.043	0.04	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.bare.L.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	soil	not applicable	bare soil	bare soil site 3	soil.bare.L.3	1/14/19	A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.no.tree.site.3	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	E9	2.711	29.92	0.017	0.003	0.176	1.5	0.002	0.045	0.042	0.041	0.039	0.067	0.05	0.048	0.044	12201	soil metagenome	410658	Knight sample set for testing
12201.soil.rhizosphere.G.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	soil	not applicable	rhizosphere soil	rhizosphere soil site 1	soil.rhizosphere.G.1	1/14/19	A horizon soil collected from benath a pine tree directly adjacent to its roots	193	Host-associated	Plant-associated	Plant rhizosphere	urban biome	plant-associated habitat	soil	plant-associated	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.tree.rhizosphere.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	D7	9.884	9.45	0.028	0.01	0.357	1.667	0.006	0.045	0.042	0.041	0.039	0.089	0.068	0.063	0.055	12201	rhizosphere metagenome	939928	Knight sample set for testing
12201.soil.rhizosphere.G.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	soil	not applicable	rhizosphere soil	rhizosphere soil site 1	soil.rhizosphere.G.2	1/14/19	A horizon soil collected from benath a pine tree directly adjacent to its roots	193	Host-associated	Plant-associated	Plant rhizosphere	urban biome	plant-associated habitat	soil	plant-associated	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.tree.rhizosphere.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	E7	2.711	22.78	0.019	0.003	0.158	3	0.001	0.045	0.042	0.041	0.039	0.066	0.047	0.044	0.041	12201	rhizosphere metagenome	939928	Knight sample set for testing
12201.soil.rhizosphere.G.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	soil	not applicable	rhizosphere soil	rhizosphere soil site 1	soil.rhizosphere.G.3	1/14/19	A horizon soil collected from benath a pine tree directly adjacent to its roots	193	Host-associated	Plant-associated	Plant rhizosphere	urban biome	plant-associated habitat	soil	plant-associated	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.tree.rhizosphere.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	F7	82.106	5.62	0.131	0.079	0.603	1.491	0.053	0.045	0.042	0.041	0.039	0.345	0.29	0.263	0.208	12201	rhizosphere metagenome	939928	Knight sample set for testing
12201.soil.rhizosphere.H.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	soil	not applicable	rhizosphere soil	rhizosphere soil site 2	soil.rhizosphere.H.1	1/14/19	A horizon soil collected from benath a pine tree directly adjacent to its roots	193	Host-associated	Plant-associated	Plant rhizosphere	urban biome	plant-associated habitat	soil	plant-associated	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.tree.rhizosphere.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	G7	5.951	19.61	0.021	0.006	0.286	1.5	0.004	0.045	0.042	0.041	0.039	0.083	0.065	0.062	0.056	12201	rhizosphere metagenome	939928	Knight sample set for testing
